Cicadellopsis,Cicadellopsis incerta,186.75,186.75
Cicadellopsis,Cicadellopsis issykkulica,196.05,196.05
Cicadocoris,Cicadocoris abditus,168.2,186.75
Cicadocoris,Cicadocoris affinis,186.75,196.05
Cicadocoris,Cicadocoris ambiguus,186.75,186.75
Cicadocoris,Cicadocoris anglicus,196.05,196.05
Cicadocoris,Cicadocoris arcuatus,196.05,196.05
Cicadocoris,Cicadocoris assimilis,161.7,161.7
Cicadocoris,Cicadocoris brunneus,161.7,161.7
Cicadocoris,Cicadocoris cognatus,186.75,186.75
Cicadocoris,Cicadocoris complexus,196.05,196.05
Cicadocoris,Cicadocoris confinis,196.05,196.05
Cicadocoris,Cicadocoris conjunctus,196.05,196.05
Cicadocoris,Cicadocoris fidus,186.75,186.75
Cicadocoris,Cicadocoris frater,168.2,196.05
Cicadocoris,Cicadocoris ignoratus,196.05,196.05
Cicadocoris,Cicadocoris incompletus,196.05,196.05
Cicadocoris,Cicadocoris intermedius,186.75,186.75
Cicadocoris,Cicadocoris kuliki,196.05,196.05
Cicadocoris,Cicadocoris kuzbasicus,186.75,186.75
Cicadocoris,Cicadocoris lilliputus,159.1,159.1
Cicadocoris,Cicadocoris minutus,196.05,196.05
Cicadocoris,Cicadocoris modestus,186.75,186.75
Cicadocoris,Cicadocoris paulinus,186.75,186.75
Cicadocoris,Cicadocoris similis,196.05,196.05
Cicadocoris,Cicadocoris sinensis,161.7,161.7
Cicadocoris,Cicadocoris sogjutensis,196.05,196.05
Cicadocoris,Cicadocoris turanicus,196.05,196.05
Cicadocoris,Cicadocoris varians,161.7,161.7
Cicadoides,Cicadoides orientalis,119.0,119.0
