"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","image_no","lng","lat"
"187007","occ","","","18391","Gomphotheriidae","family","43240","Miocene","","23.03","5.333","3356","Chordata","Mammalia","Proboscidea","Gomphotheriidae","","1254","-100.699997","43.200001"
"187060","occ","","","18406","Gomphotheriidae","family","43240","Clarendonian","","13.6","10.3","3356","Chordata","Mammalia","Proboscidea","Gomphotheriidae","","1254","-100.699997","43.200001"
"187070","occ","","","18407","Gomphotheriidae","family","43240","Miocene","","23.03","5.333","3496","Chordata","Mammalia","Proboscidea","Gomphotheriidae","","1254","-104.199997","42.000000"
"187121","occ","","","18415","Gomphotheriidae","family","43240","Hemphillian","","10.3","4.9","1952","Chordata","Mammalia","Proboscidea","Gomphotheriidae","","1254","-99.900002","37.200001"
"187127","occ","6196","","18416","Tetrabelodon osborni","species","52204","Barstovian","","15.97","13.6","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-98.800003","42.900002"
"187128","occ","6197","","18417","Tetrabelodon osborni","species","52204","Barstovian","","15.97","13.6","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-100.000000","42.700001"
"187129","occ","","","18418","Proboscidea","order","43230","Clarendonian","","13.6","10.3","6193","Chordata","Mammalia","Proboscidea","","","1148","-100.800003","42.799999"
"187135","occ","6199","","18423","Platybelodon loomisi","species","52405","Miocene","","23.03","5.333","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Platybelodon","1254","-99.400002","40.200001"
"187156","occ","6209","","18426","Gomphotherium obscurum","species","47940","Clarendonian","","13.6","10.3","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-99.800003","43.200001"
"187160","occ","","","18428","Eubelodon morrilli","species","46347","Clarendonian","","13.6","10.3","3174","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Eubelodon","1254","-99.800003","43.200001"
"187174","occ","6215","","18433","Mammutidae","family","43273","Miocene","","23.03","5.333","6294","Chordata","Mammalia","Proboscidea","Mammutidae","","1148","-100.800003","42.799999"
"187180","occ","","","18436","Proboscidea","order","43230","Miocene","","23.03","5.333","3510","Chordata","Mammalia","Proboscidea","","","1148","-100.800003","42.799999"
"187193","occ","","","18441","Gomphotheriidae","family","43240","Hemphillian","","10.3","4.9","3510","Chordata","Mammalia","Proboscidea","Gomphotheriidae","","1254","-103.000000","41.099998"
"187241","occ","6231","","18442","Tetrabelodon osborni","species","52204","Barstovian","","15.97","13.6","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-100.800003","42.799999"
"187242","occ","","","18442","Zygolophodon","genus","95509","Barstovian","","15.97","13.6","3510","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon","1148","-100.800003","42.799999"
"187292","occ","","","18443","Gomphotherium","genus","43247","Barstovian","","15.97","13.6","5714","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-98.000000","42.599998"
"187313","occ","","","18445","Proboscidea","order","43230","Barstovian","Clarendonian","15.97","10.3","1570","Chordata","Mammalia","Proboscidea","","","1148","-103.099998","40.799999"
"187332","occ","","","18448","Amebelodon","genus","43241","Late Miocene","","11.608","5.333","1003","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Amebelodon","1254","-99.900002","39.000000"
"187367","occ","","","18450","Proboscidea","order","43230","Clarendonian","","13.6","10.3","3676","Chordata","Mammalia","Proboscidea","","","1148","-99.751297","39.082100"
"187387","occ","","","18454","Gomphotheriidae","family","43240","Barstovian","","15.97","13.6","3510","Chordata","Mammalia","Proboscidea","Gomphotheriidae","","1254","-100.000000","42.700001"
"187420","occ","","","18462","Gomphotherium","genus","43247","Miocene","","23.03","5.333","1852","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-99.400002","39.799999"
"187474","occ","","","18470","Amebelodon","genus","43241","Clarendonian","","13.6","10.3","1706","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Amebelodon","1254","-102.500000","43.299999"
"187572","occ","6354","","18495","Amebelodon floridanus","species","47934","Hemphillian","","10.3","4.9","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Amebelodon","1254","-102.199997","40.099998"
"187600","occ","6364","","18496","Serbelodon barbourensis","species","51515","Clarendonian","","13.6","10.3","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Serbelodon","1254","-100.800003","42.799999"
"187634","occ","6375","","18502","Proboscidea","order","43230","Hemphillian","","10.3","4.9","6294","Chordata","Mammalia","Proboscidea","","","1148","-81.800003","27.900000"
"187651","occ","6381","","18505","Rhynchotherium","genus","43256","Serravallian","","13.82","11.62","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Rhynchotherium","1254","-81.800003","27.900000"
"187652","occ","6382","","18505","Mammut matthewi","species","47937","Serravallian","","13.82","11.62","6294","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-81.800003","27.900000"
"187674","occ","6388","","18509","Gomphotherium obscurum","species","47940","Barstovian","","15.97","13.6","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-81.800003","27.900000"
"187711","occ","6400","","18518","Gomphotherium obscurum","species","47940","Serravallian","","13.82","11.62","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-76.500000","38.400002"
"187721","occ","6406","","18519","Gomphotherium obscurum","species","47940","Barstovian","","15.97","13.6","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-76.500000","38.400002"
"187736","occ","","","18524","Proboscidea","order","43230","Early Barstovian","","15.97","13.6","1145","Chordata","Mammalia","Proboscidea","","","1148","-84.500000","30.500000"
"187741","occ","6414","","18528","Proboscidea","order","43230","Miocene","","23.03","5.333","6294","Chordata","Mammalia","Proboscidea","","","1148","-82.199997","28.799999"
"187745","occ","6416","","18529","Proboscidea","order","43230","Hemphillian","","10.3","4.9","6294","Chordata","Mammalia","Proboscidea","","","1148","-82.300003","29.100000"
"187753","occ","6420","","18530","Amebelodon floridanus","species","47934","Miocene","","23.03","5.333","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Amebelodon","1254","-82.300003","29.100000"
"187754","occ","","","18531","Amebelodon","genus","43241","Miocene","","23.03","5.333","2372","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Amebelodon","1254","-82.300003","29.100000"
"187807","occ","","","18539","Gomphotheriidae","family","43240","early Early Hemphillian","late Early Hemphillian","10.3","4.9","2367","Chordata","Mammalia","Proboscidea","Gomphotheriidae","","1254","-82.566666","29.683332"
"187817","occ","6442","","18543","Proboscidea","order","43230","Miocene","","23.03","5.333","6294","Chordata","Mammalia","Proboscidea","","","1148","-82.099998","29.799999"
"187821","occ","6446","","18544","Gomphotherium","genus","43247","Miocene","","23.03","5.333","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-82.199997","27.000000"
"187850","occ","","","18550","Gomphotheriidae","family","43240","Hemphillian","","10.3","4.9","3383","Chordata","Mammalia","Proboscidea","Gomphotheriidae","","1254","-76.800003","35.400002"
"187861","occ","6466","","18553","Mammut","genus","43274","Late Hemphillian","","10.3","4.9","6294","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-82.199997","27.000000"
"187862","occ","","","18553","Gomphotheriidae","family","43240","Late Hemphillian","","10.3","4.9","3851","Chordata","Mammalia","Proboscidea","Gomphotheriidae","","1254","-82.199997","27.000000"
"187885","occ","6473","","18554","Gomphotherium","genus","43247","Late Clarendonian","","13.6","10.3","2203","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-82.516670","29.549999"
"187907","occ","6480","","18556","Gomphotheriidae","family","43240","Hemphillian","","10.3","4.9","6232","Chordata","Mammalia","Proboscidea","Gomphotheriidae","","1254","-82.500000","27.500000"
"187943","occ","","","18560","Amebelodon","genus","43241","Hemphillian","","10.3","4.9","2372","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Amebelodon","1254","-82.599998","29.650000"
"187988","occ","","","18563","Amebelodon","genus","43241","Hemphillian","","10.3","4.9","3432","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Amebelodon","1254","-82.599998","29.400000"
"187992","occ","6520","","18564","Amebelodon britti","species","43963","Hemphillian","","10.3","4.9","2200","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Amebelodon","1254","-82.300003","29.100000"
"188027","occ","","","18569","Gomphotheriidae","family","43240","Langhian","","15.97","13.82","2610","Chordata","Mammalia","Proboscidea","Gomphotheriidae","","1254","-83.000000","30.400000"
"188201","occ","6589","","18598","Proboscidea","order","43230","Miocene","","23.03","5.333","6294","Chordata","Mammalia","Proboscidea","","","1148","-82.099998","29.799999"
"188203","occ","6591","","18599","Mammut matthewi","species","47937","Late Hemphillian","","10.3","4.9","6294","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-81.800003","27.900000"
"188223","occ","","","18601","Platybelodon","genus","43254","Hemphillian","","10.3","4.9","6198","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Platybelodon","1254","-82.316666","28.799999"
"188285","occ","","","18611","Gnathabelodon buckneri","species","46670","Clarendonian","","13.6","10.3","3098","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gnathabelodon","1254","-97.699997","28.600000"
"188307","occ","10522","","18613","Proboscidea","order","43230","Barstovian","","15.97","13.6","6198","Chordata","Mammalia","Proboscidea","","","1148","-93.667778","30.999722"
"188311","occ","10524","","18614","Proboscidea","order","43230","Miocene","","23.03","5.333","6198","Chordata","Mammalia","Proboscidea","","","1148","-93.400002","31.000000"
"188330","occ","6645","","18618","Gomphotherium obscurum","species","47940","Miocene","","23.03","5.333","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-96.099998","30.100000"
"188350","occ","6652","","18619","Gomphotherium obscurum","species","47940","Barstovian","","15.97","13.6","3433","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-95.000000","30.500000"
"188370","occ","","","18621","Gomphotherium","genus","43247","Miocene","","23.03","5.333","3030","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-93.099998","31.100000"
"188441","occ","6679","","18629","Gomphotherium","genus","43247","Miocene","","23.03","5.333","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-94.699997","30.700001"
"188480","occ","6691","","18637","Gomphotherium","genus","43247","Miocene","","23.03","5.333","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-95.000000","30.500000"
"188546","occ","","","18650","Gomphotherium","genus","43247","Miocene","","23.03","5.333","1833","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-95.699997","30.299999"
"188553","occ","","","18654","Proboscidea","order","43230","Miocene","","23.03","5.333","1504","Chordata","Mammalia","Proboscidea","","","1148","-94.300003","30.799999"
"188708","occ","6768","","18703","Gomphotherium obscurum","species","47940","Miocene","","23.03","5.333","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-95.699997","30.299999"
"188724","occ","6773","","18714","Gomphotheriidae","family","43240","Miocene","","23.03","5.333","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","","1254","-107.300003","28.500000"
"188729","occ","","","18716","Rhynchotherium blicki","species","44575","Miocene","","23.03","5.333","2293","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Rhynchotherium","1254","-88.900002","15.600000"
"188742","occ","","","18720","Rhynchotherium blicki","species","44575","Miocene","","23.03","5.333","3575","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Rhynchotherium","1254","-88.099998","13.900000"
"188749","occ","","","18722","Gomphotherium","genus","43247","Barstovian","","15.97","13.6","1483","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-96.033333","16.549999"
"188761","occ","","","18724","Gomphotherium","genus","43247","Barstovian","","15.97","13.6","1483","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-96.050003","16.616667"
"188774","occ","","","18727","Gomphotherium","genus","43247","Miocene","","23.03","5.333","1483","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-96.000000","16.600000"
"188780","occ","6789","","18729","Gomphotherium","genus","43247","Hemphillian","","10.3","4.9","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-99.300003","21.200001"
"188818","occ","","","18737","Rhynchotherium","genus","43256","Late Hemphillian","","10.3","4.9","1323","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Rhynchotherium","1254","-100.666664","21.083332"
"188835","occ","","","18738","Stegomastodon","genus","43258","Late Hemphillian","","10.3","4.9","1175","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Stegomastodon","1254","-100.699997","21.200001"
"188846","occ","6814","","18739","Rhynchotherium blicki","species","44575","Miocene","","23.03","5.333","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Rhynchotherium","1254","-88.500000","14.600000"
"188851","occ","","","18740","Rhynchotherium","genus","43256","Late Hemphillian","","10.3","4.9","1176","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Rhynchotherium","1254","-100.800003","21.100000"
"188861","occ","","","18741","Rhynchotherium blicki","species","44575","Miocene","","23.03","5.333","3575","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Rhynchotherium","1254","-88.599998","14.700000"
"188862","occ","","","18742","Gomphotherium","genus","43247","Miocene","","23.03","5.333","1483","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-93.099998","16.700001"
"188872","occ","","","18745","Gomphotherium","genus","43247","Hemphillian","","10.3","4.9","2596","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-104.099998","20.200001"
"188882","occ","6825","","18746","Cuvieronius tropicus","species","45650","Hemphillian","","10.3","4.9","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius","1254","-98.699997","20.700001"
"188883","occ","6826","","18746","Gomphotherium obscurum","species","47940","Hemphillian","","10.3","4.9","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","-98.699997","20.700001"
