"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"926347","occ","","","122352","Protodelphax chamus","species","178721","Late Aptian","","122.46","112.03","35358"
"926348","occ","","","122352","Protodelphax","genus","178717","Late Aptian","","122.46","112.03","35358"
"926349","occ","","","122352","Ancorale flaccidum","species","178725","Late Aptian","","122.46","112.03","35358"
"926350","occ","","","122352","Ancorale aschemon","species","178726","Late Aptian","","122.46","112.03","35358"
"926351","occ","","","122352","Ancorale","genus","178724","Late Aptian","","122.46","112.03","35358"
"926352","occ","","","122352","Kinnarocixius quassus","species","178729","Late Aptian","","122.46","112.03","35358"
"926353","occ","","","122352","Kinnarocixius","genus","178728","Late Aptian","","122.46","112.03","35358"
"926354","occ","","","122352","Lalax mutabilis","species","178733","Late Aptian","","122.46","112.03","35358"
"926355","occ","","","122352","Lalax","genus","178732","Late Aptian","","122.46","112.03","35358"
"926356","occ","","","122352","Patulopes setosa","species","178735","Late Aptian","","122.46","112.03","35358"
"926357","occ","","","122352","Patulopes myndoides","species","178736","Late Aptian","","122.46","112.03","35358"
"926358","occ","","","122352","Patulopes","genus","178734","Late Aptian","","122.46","112.03","35358"
"926359","occ","","","122352","Carpopodus difficilis","species","178739","Late Aptian","","122.46","112.03","35358"
"926360","occ","","","122352","Carpopodus","genus","178738","Late Aptian","","122.46","112.03","35358"
"926361","occ","","","122352","Carpopodus","genus","178738","Late Aptian","","122.46","112.03","35358"
"926362","occ","","","122352","Psestocixius fuscus","species","178741","Late Aptian","","122.46","112.03","35358"
"926363","occ","","","122352","Psestocixius delphax","species","178742","Late Aptian","","122.46","112.03","35358"
"926364","occ","","","122352","Vulcanoia apicalis","species","178744","Late Aptian","","122.46","112.03","35358"
"926365","occ","","","122352","Vulcanoia acuceps","species","178745","Late Aptian","","122.46","112.03","35358"
"926366","occ","","","122352","Vulcanoia","genus","178743","Late Aptian","","122.46","112.03","35358"
"929713","occ","","","106346","Ilerdocossus ningchengensis","species","179373","Early Aptian","","125.45","122.46","35481"
"929714","occ","","","106346","Miracossus ingentius","species","179375","Early Aptian","","125.45","122.46","35481"
"929715","occ","","","111725","Yanocossus guoi","species","179377","Late Barremian","","130","125.45","35481"
"929716","occ","","","106347","Miracossus ingentius","species","179375","Early Aptian","","125.45","122.46","35481"
"929778","occ","","","106354","Ilerdocossus fengningensis","species","179371","Late Barremian","","130","125.45","38220"
"929779","occ","","","106355","Ilerdocossus fengningensis","species","179371","Late Barremian","","130","125.45","35481"
"929921","occ","","","106386","Thamnotettix packardi","species","260425","Wasatchian","Bridgerian","55.8","46.2","5013"
"930180","occ","","","106431","Euscelis","genus","179830","Hemingfordian","","20.43","15.97","35523"
"930181","occ","","","106431","Procymophyes","genus","179831","Hemingfordian","","20.43","15.97","35523"
"930182","occ","","","106431","Miogonates","genus","179833","Hemingfordian","","20.43","15.97","35523"
"930183","occ","","","106431","Notonectidae","family","71385","Hemingfordian","","20.43","15.97","35523"
"930184","occ","","","106431","Saldidae","family","170258","Hemingfordian","","20.43","15.97","35523"
"930586","occ","","","106481","Cydnopsis handlirschi","species","180152","Bridgerian","","50.3","46.2","5033"
"930587","occ","","","106481","Jadera interita","species","180155","Bridgerian","","50.3","46.2","5033"
"930588","occ","","","106481","Eofulgorella bradburyi","species","180157","Bridgerian","","50.3","46.2","5033"
"932232","occ","30198","","106916","Leaphis prima","species","217182","Aegean","","247.2","242","35667"
"932558","occ","","","107001","Yanocossus guoi","species","179377","Late Barremian","","130","125.45","35672"
"932757","occ","","","106965","Anthoscytina pustulosus","species","181495","Late Aptian","","122.46","112.03","35672"
"932758","occ","","","106965","Anthoscytina trinervus","species","181496","Late Aptian","","122.46","112.03","35672"
"932759","occ","","","106965","Yanducixius yihi","species","181498","Late Aptian","","122.46","112.03","35672"
"932760","occ","","","106965","Yanducixius pardalinus","species","181499","Late Aptian","","122.46","112.03","35672"
"932761","occ","","","106965","Jiphara wangi","species","181503","Late Aptian","","122.46","112.03","35672"
"932762","occ","","","106965","Jiphara reticulata","species","181504","Late Aptian","","122.46","112.03","35672"
"932764","occ","","","106965","Cretocercopis yii","species","181505","Late Aptian","","122.46","112.03","35672"
"932766","occ","","","107000","Anthoscytina parallelica","species","181507","Callovian","Oxfordian","166.1","157.3","35672"
"932768","occ","","","107001","Sinoviparosiphum lini","species","181511","Late Barremian","","130","125.45","35672"
"934948","occ","","","107512","Samlandia","genus","303675","Bartonian","","41.3","38","35783"
"935303","occ","","","110737","Glisachaemus jonasdamzeni","species","182751","Priabonian","","38","33.9","35821"
"936586","occ","","","111712","Exilcrus cameriferus","species","183687","Late Barremian","","130","125.45","35905"
"936587","occ","","","111710","Miroculus laticephalus","species","183690","Late Barremian","","130","125.45","35905"
"937669","occ","","","108308","Auchenorrhyncha","suborder","70507","Olenekian","","251.2","247.2","35925"
"938230","occ","","","107343","Liassocicada antecedens","species","181731","Early Toarcian","","183","182","35656"
"938243","occ","","","107322","Eurynotis incisus","species","181365","Early Toarcian","","183","182","35656"
"938244","occ","","","107322","Fulgoridulum egens","species","227510","Early Toarcian","","183","182","35656"
"938247","occ","","","107322","Procercopis abscissa","species","181721","Early Toarcian","","183","182","35656"
"938248","occ","","","107322","Procercopis wunnenbergi","species","181720","Early Toarcian","","183","182","35656"
"938249","occ","","","107322","Somatocoris conservatus","species","181387","Early Toarcian","","183","182","35656"
"938255","occ","","","108447","Fulgoridium fallerslebense","species","181492","Early Toarcian","","183","182","35656"
"938256","occ","","","108447","Fulgoridium reduncum","species","181489","Early Toarcian","","183","182","35656"
"938263","occ","","","107321","Adelocoris ambiguus","species","181412","Early Toarcian","","183","182","35656"
"938270","occ","","","107321","Corynecoris occultatus","species","181362","Early Toarcian","","183","182","35656"
"938277","occ","","","107321","Elasmoscelidium promotum","species","181713","Early Toarcian","","183","182","35656"
"938278","occ","","","107321","Elasmoscelidium rectemarginatum","species","181715","Early Toarcian","","183","182","35656"
"938280","occ","","","107321","Ensphingocoris parvulus","species","181385","Early Toarcian","","183","182","35656"
"938284","occ","","","107321","Fulgoridium (Compactofulgoridium) fronterotundum","species","181434","Early Toarcian","","183","182","35656"
"938285","occ","","","107321","Fulgoridium (Compactofulgoridium) obesum","species","181430","Early Toarcian","","183","182","35656"
"938286","occ","","","107321","Fulgoridium (Procerofulgoridium) verticillatum","species","181451","Early Toarcian","","183","182","35656"
"938287","occ","","","107321","Fulgoridium (Productofulgoridium) filiferum","species","181449","Early Toarcian","","183","182","35656"
"938288","occ","","","107321","Fulgoridium","genus","181415","Early Toarcian","","183","182","35656"
"938299","occ","","","107321","Margaroptilon formosum","species","181708","Early Toarcian","","183","182","35656"
"938300","occ","","","107321","Megalocoris laticlavus","species","181225","Early Toarcian","","183","182","35656"
"938317","occ","","","107321","Procercopis lacerata","species","181724","Early Toarcian","","183","182","35656"
"938325","occ","","","107321","Stiphroschema longealatum","species","181401","Early Toarcian","","183","182","35656"
"938328","occ","","","107321","Tetrafulgoria parallelogramma","species","181718","Early Toarcian","","183","182","35656"
"938368","occ","","","107555","Elasmoscelidium boreale","species","259123","Early Toarcian","","183","182","35656"
"938369","occ","","","107555","Fulgoridium incertecoloratum","species","181467","Early Toarcian","","183","182","35656"
"938381","occ","","","107344","Archegocimicidae","family","181221","Early Toarcian","","183","182","35656"
"938389","occ","","","107552","Archegocimicidae","family","181221","Early Toarcian","","183","182","35656"
"938391","occ","","","107552","Entomecoris minor","species","181368","Early Toarcian","","183","182","35656"
"938392","occ","","","107552","Fulgoridium (Metafulgoridium) praetruncatum","species","181486","Early Toarcian","","183","182","35656"
"938393","occ","","","107552","Fulgoridium hattorfense","species","181459","Early Toarcian","","183","182","35656"
"938394","occ","","","107552","Fulgoridium silvaticum","species","181487","Early Toarcian","","183","182","35656"
"938399","occ","","","107552","Margaroptilon cuneatum","species","181707","Early Toarcian","","183","182","35656"
"938402","occ","","","107552","Archijassus heeri","species","227490","Early Toarcian","","183","182","35656"
"938409","occ","","","105002","Acromocoris angustus","species","181409","Early Toarcian","","183","182","35656"
"938417","occ","","","105002","Fulgoridium symmetricum","species","181476","Early Toarcian","","183","182","35656"
"938418","occ","","","105002","Fulgoridium tenuimaculatum","species","181457","Early Toarcian","","183","182","35656"
"938419","occ","","","105002","Fulgoridium violatum","species","181482","Early Toarcian","","183","182","35656"
"938424","occ","","","105002","Acromocoris angustus","species","181409","Early Toarcian","","183","182","35656"
"938430","occ","","","105002","Elasmoscelidium venulosum","species","181714","Early Toarcian","","183","182","35656"
"938432","occ","","","105002","Entomecoris major","species","181369","Early Toarcian","","183","182","35656"
"938433","occ","","","105002","Entomecoris morator","species","181371","Early Toarcian","","183","182","35656"
"938436","occ","","","105002","Euraspidium granulosum","species","181376","Early Toarcian","","183","182","35656"
"938440","occ","","","105002","Fulgoridium (Compactofulgoridium) concameratum","species","181431","Early Toarcian","","183","182","35656"
"938441","occ","","","105002","Fulgoridium (Compactofulgoridium) decapitatum","species","181436","Early Toarcian","","183","182","35656"
"938442","occ","","","105002","Fulgoridium (Compactofulgoridium) paenintegrum","species","181441","Early Toarcian","","183","182","35656"
"938443","occ","","","105002","Fulgoridium (Conofulgoridium) antennatum","species","181455","Early Toarcian","","183","182","35656"
"938444","occ","","","105002","Fulgoridium (Procerofulgoridium) verticillatum","species","181451","Early Toarcian","","183","182","35656"
"938445","occ","","","105002","Fulgoridium (Productofulgoridium) incisum","species","181447","Early Toarcian","","183","182","35656"
"938446","occ","","","105002","Fulgoridium basilaesum","species","181475","Early Toarcian","","183","182","35656"
"938447","occ","","","105002","Fulgoridium cubitofurcatum","species","181456","Early Toarcian","","183","182","35656"
"938448","occ","","","105002","Fulgoridium fabri","species","181477","Early Toarcian","","183","182","35656"
"938449","occ","","","105002","Fulgoridium gottingense","species","181466","Early Toarcian","","183","182","35656"
"938450","occ","","","105002","Fulgoridium hildesheimense","species","181458","Early Toarcian","","183","182","35656"
"938451","occ","","","105002","Fulgoridium hondelanum","species","181463","Early Toarcian","","183","182","35656"
"938452","occ","","","105002","Fulgoridium incurvatum","species","181484","Early Toarcian","","183","182","35656"
"938453","occ","","","105002","Fulgoridium latius","species","181479","Early Toarcian","","183","182","35656"
"938454","occ","","","105002","Fulgoridium posidonicum","species","181464","Early Toarcian","","183","182","35656"
"938455","occ","","","105002","Fulgoridium praeobtusum","species","181483","Early Toarcian","","183","182","35656"
"938456","occ","","","105002","Fulgoridium radioramosum","species","181460","Early Toarcian","","183","182","35656"
"938457","occ","","","105002","Fulgoridium raromaculatum","species","181468","Early Toarcian","","183","182","35656"
"938458","occ","","","105002","Fulgoridium silvaticum","species","181487","Early Toarcian","","183","182","35656"
"938464","occ","","","105002","Ischnocoris bitoratus","species","181374","Early Toarcian","","183","182","35656"
"938467","occ","","","105002","Liassocicada antecedens","species","181731","Early Toarcian","","183","182","35656"
"938472","occ","","","105002","Archegocimicidae","family","181221","Early Toarcian","","183","182","35656"
"938474","occ","","","105002","Margaroptilon detruncatum","species","181706","Early Toarcian","","183","182","35656"
"938475","occ","","","105002","Margaroptilon formosum","species","181708","Early Toarcian","","183","182","35656"
"938476","occ","","","105002","Margaroptilon paucisinuatum","species","181705","Early Toarcian","","183","182","35656"
"938477","occ","","","105002","Margaroptilon procerum","species","181709","Early Toarcian","","183","182","35656"
"938479","occ","","","105002","Mesomphalocoris obtusus","species","181403","Early Toarcian","","183","182","35656"
"938489","occ","","","105002","Ophthalmocoris liassicus","species","181223","Early Toarcian","","183","182","35656"
"938502","occ","","","105002","Procercopis completa","species","181723","Early Toarcian","","183","182","35656"
"938503","occ","","","105002","Procercopis debilis","species","181722","Early Toarcian","","183","182","35656"
"938523","occ","","","105002","Tetrafulgoria paeneparallelum","species","181717","Early Toarcian","","183","182","35656"
"938524","occ","","","105002","Trachycoris abbreviatus","species","181390","Early Toarcian","","183","182","35656"
"938532","occ","","","107323","Engynabis tenuis","species","181356","Early Toarcian","","183","182","35656"
"938535","occ","","","107323","Fulgoridium (Compactofulgoridium) aries","species","181443","Early Toarcian","","183","182","35656"
"938536","occ","","","107323","Fulgoridium (Metafulgoridium) spatulaeforme","species","181490","Early Toarcian","","183","182","35656"
"938537","occ","","","107323","Fulgoridium (Procerofulgoridium) praefastigatum","species","181453","Early Toarcian","","183","182","35656"
"938538","occ","","","107323","Fulgoridium (Productofulgoridium) praeacutum","species","181448","Early Toarcian","","183","182","35656"
"938539","occ","","","107323","Fulgoridium cubitoramosum","species","181465","Early Toarcian","","183","182","35656"
"938540","occ","","","107323","Fulgoridium cuneiforme","species","181469","Early Toarcian","","183","182","35656"
"938541","occ","","","107323","Fulgoridium exiguemaculatum","species","181462","Early Toarcian","","183","182","35656"
"938542","occ","","","107323","Fulgoridium infuscatum","species","181488","Early Toarcian","","183","182","35656"
"938543","occ","","","107323","Fulgoridium mancomarginatum","species","181461","Early Toarcian","","183","182","35656"
"938544","occ","","","107323","Fulgoridium paulodilatatum","species","181480","Early Toarcian","","183","182","35656"
"938545","occ","","","107323","Fulgoridulum egens","species","227510","Early Toarcian","","183","182","35656"
"938546","occ","","","107323","Fulgoridium semiperspicuum","species","181481","Early Toarcian","","183","182","35656"
"938548","occ","","","107323","Homoptera","suborder","70506","Early Toarcian","","183","182","35656"
"938566","occ","","","107556","Deraiocoris insculptus","species","181350","Early Toarcian","","183","182","35656"
"938568","occ","","","107556","Engerrophorus nitidus","species","181407","Early Toarcian","","183","182","35656"
"938569","occ","","","107556","Eogerridium gracile","species","181358","Early Toarcian","","183","182","35656"
"938570","occ","","","107556","Fulgoridium (Procerofulgoridium) planedorsatum","species","181452","Early Toarcian","","183","182","35656"
"938571","occ","","","107556","Fulgoridium bodei","species","181471","Early Toarcian","","183","182","35656"
"938572","occ","","","107556","Fulgoridium brunsvicense","species","181472","Early Toarcian","","183","182","35656"
"938573","occ","","","107556","Fulgoridium rotundatum","species","181478","Early Toarcian","","183","182","35656"
"938581","occ","","","107556","Pronabis utroquelaesus","species","181354","Early Toarcian","","183","182","35656"
"938585","occ","","","107556","Acromocoris angustus","species","181409","Early Toarcian","","183","182","35656"
"938588","occ","","","108479","Fulgoridium (Compactofulgoridium) spoliatum","species","181427","Early Toarcian","","183","182","35656"
"948340","occ","","","110425","Hypocixius oblitescens","species","187101","Paleocene","","66","56","36383"
"948345","occ","","","110536","Ormenis devinctus","species","187103","Paleocene","","66","56","36383"
"948346","occ","","","110536","Corizus deflagratus","species","187105","Paleocene","","66","56","36383"
"949209","occ","","","110735","Xyloesteles parvulus","species","187144","Priabonian","","38","33.9","36392"
"949210","occ","","","110736","Xyloesteles kerneggeriorum","species","187145","Priabonian","","38","33.9","36392"
"949211","occ","","","110737","Eogyropsylla sedzimiri","species","187150","Priabonian","","38","33.9","36394"
"949212","occ","","","110738","Yuripopovia vectense","species","187154","Early Aptian","","125.45","122.46","36396"
"949417","occ","","","106090","Maguviopsis kotchnevi","species","187218","Carnian","","237","228","36403"
"949419","occ","","","106088","Tingiopsis reticulata","species","187181","Carnian","","237","228","36403"
"949420","occ","","","106088","Nevicia imitans","species","187200","Carnian","","237","228","36403"
"949421","occ","","","106088","Asiocula lima","species","187205","Carnian","","237","228","36403"
"949422","occ","","","106088","Falcarta bella","species","187207","Carnian","","237","228","36403"
"949423","occ","","","106088","Phyllotexta latens","species","187215","Carnian","","237","228","36403"
"949424","occ","","","106088","Fulgobole evansi","species","187221","Carnian","","237","228","36403"
"949425","occ","","","106088","Scytachile emeljanovi","species","187223","Carnian","","237","228","36403"
"949426","occ","","","105007","Asiocula lima","species","187205","Carnian","","237","228","36403"
"949427","occ","","","105007","Fasolinka beckermigdisovae","species","187211","Carnian","","237","228","36403"
"949428","occ","","","105007","Fulgobole evansi","species","187221","Carnian","","237","228","36403"
"949429","occ","","","105007","Scytachile emeljanovi","species","187223","Carnian","","237","228","36403"
"949430","occ","","","110763","Tingiopsis reticulata","species","187181","Carnian","","237","228","36403"
"949431","occ","","","110763","Sacvoyagea ventrosa","species","187195","Carnian","","237","228","36403"
"949432","occ","","","110763","Nevicia imitans","species","187200","Carnian","","237","228","36403"
"949433","occ","","","110763","Asiocula lima","species","187205","Carnian","","237","228","36403"
"949434","occ","","","110763","Fasolinka beckermigdisovae","species","187211","Carnian","","237","228","36403"
"949435","occ","","","110763","Maguviopsis kotchnevi","species","187218","Carnian","","237","228","36403"
"949436","occ","","","110763","Fulgobole evansi","species","187221","Carnian","","237","228","36403"
"949437","occ","","","110763","Mesojablonia kukalovae","species","187225","Carnian","","237","228","36403"
"949438","occ","","","110764","Tingiopsis reticulata","species","187181","Carnian","","237","228","36403"
"949439","occ","","","110764","Sacvoyagea ventrosa","species","187195","Carnian","","237","228","36403"
"949440","occ","","","110764","Maguviopsis kotchnevi","species","187218","Carnian","","237","228","36403"
"949441","occ","","","110765","Tingiopsis reticulata","species","187181","Carnian","","237","228","36403"
"949442","occ","","","110765","Sacvoyagea ventrosa","species","187195","Carnian","","237","228","36403"
"949443","occ","","","110765","Nonescyta mala","species","187202","Carnian","","237","228","36403"
"949444","occ","","","110765","Asiocula lima","species","187205","Carnian","","237","228","36403"
"949445","occ","","","110765","Falcarta bella","species","187207","Carnian","","237","228","36403"
"949446","occ","","","110765","Krendelia ansata","species","187209","Carnian","","237","228","36403"
"949447","occ","","","110765","Fasolinka beckermigdisovae","species","187211","Carnian","","237","228","36403"
"949448","occ","","","110765","Cuanoma protracta","species","187213","Carnian","","237","228","36403"
"949449","occ","","","110765","Phyllotexta latens","species","187215","Carnian","","237","228","36403"
"949450","occ","","","110765","Maguviopsis kotchnevi","species","187218","Carnian","","237","228","36403"
"949451","occ","","","110765","Fulgobole evansi","species","187221","Carnian","","237","228","36403"
"949452","occ","","","110766","Tingiopsis reticulata","species","187181","Carnian","","237","228","36403"
"949453","occ","","","110766","Sacvoyagea ventrosa","species","187195","Carnian","","237","228","36403"
"949454","occ","","","110766","Nonescyta mala","species","187202","Carnian","","237","228","36403"
"949455","occ","","","110766","Falcarta bella","species","187207","Carnian","","237","228","36403"
"949456","occ","","","110766","Krendelia ansata","species","187209","Carnian","","237","228","36403"
"949457","occ","","","110766","Cuanoma protracta","species","187213","Carnian","","237","228","36403"
"949458","occ","","","110766","Phyllotexta latens","species","187215","Carnian","","237","228","36403"
"949459","occ","","","110766","Sitechka perforata","species","187217","Carnian","","237","228","36403"
"949460","occ","","","110766","Maguviopsis kotchnevi","species","187218","Carnian","","237","228","36403"
"949461","occ","","","110767","Sacvoyagea ventrosa","species","187195","Carnian","","237","228","36403"
"949462","occ","","","110767","Falcarta bella","species","187207","Carnian","","237","228","36403"
"949463","occ","","","110767","Krendelia ansata","species","187209","Carnian","","237","228","36403"
"949464","occ","","","110767","Fasolinka beckermigdisovae","species","187211","Carnian","","237","228","36403"
"949465","occ","","","110767","Cuanoma protracta","species","187213","Carnian","","237","228","36403"
"949466","occ","","","110767","Phyllotexta latens","species","187215","Carnian","","237","228","36403"
"949467","occ","","","110767","Sitechka perforata","species","187217","Carnian","","237","228","36403"
"949468","occ","","","110768","Tingiopsis reticulata","species","187181","Carnian","","237","228","52443"
"949469","occ","","","110768","Maguviopsis kotchnevi","species","187218","Carnian","","237","228","52443"
"950124","occ","","","110855","Anthoscytina hongi","species","324372","Callovian","Oxfordian","166.1","157.3","36429"
"950125","occ","","","110855","Palaeontinopsis liaoxiensis","species","187469","Callovian","Oxfordian","166.1","157.3","36429"
"950126","occ","","","110855","Palaeontinopsis sinensis","species","187468","Callovian","Oxfordian","166.1","157.3","36429"
"951776","occ","","","111219","Archescytina permiana","species","189287","Artinskian","","290.1","279.3","5152"
"951777","occ","","","111219","Archescytina kansasensis","species","189289","Artinskian","","290.1","279.3","5152"
"951778","occ","","","111219","Archescytina muiri","species","189290","Artinskian","","290.1","279.3","5152"
"951779","occ","","","111219","Permopsylla americana","species","176704","Artinskian","","290.1","279.3","5152"
"952369","occ","","","111319","Lithoscytina cubitalis","species","189421","Artinskian","","290.1","279.3","4974"
"952370","occ","","","111319","Permopsylla grandis","species","189422","Artinskian","","290.1","279.3","4974"
"952371","occ","","","111319","Permopsylla anomala","species","189423","Artinskian","","290.1","279.3","4974"
"952431","occ","","","111319","Permopsylla americana","species","176704","Artinskian","","290.1","279.3","4974"
"952432","occ","","","111319","Permopsylla","genus","176702","Artinskian","","290.1","279.3","4974"
"952433","occ","","","111320","Permopsylla americana","species","176704","Artinskian","","290.1","279.3","4974"
"953738","occ","","","111541","Stenoviciidae","family","189984","Capitanian","Changhsingian","265.1","252.17","36510"
"954998","occ","","","111217","Archescytina permiana","species","189287","Artinskian","","290.1","279.3","5019"
"954999","occ","","","111217","Archescytina kansasensis","species","189289","Artinskian","","290.1","279.3","5019"
"955000","occ","","","111217","Archescytina muiri","species","189290","Artinskian","","290.1","279.3","5019"
"955001","occ","","","111217","Paleoscytina brevistigma","species","190399","Artinskian","","290.1","279.3","5019"
"955002","occ","","","111217","Permopsylla americana","species","176704","Artinskian","","290.1","279.3","5019"
"955003","occ","","","111217","Permopsylla permiana","species","190401","Artinskian","","290.1","279.3","5019"
"955004","occ","","","111217","Permopsylla minuta","species","190402","Artinskian","","290.1","279.3","5019"
"955006","occ","","","111681","Permoscarta mitchelli","species","190117","Wuchiapingian","","259.9","254.17","36522"
"955007","occ","","","111682","Permofulgor belmontensis","species","190120","Changhsingian","","254.17","252.17","36522"
"955016","occ","","","111683","Triassopsylla plecioides","species","190185","Pelsonian","Illyrian","247.2","242","36522"
"955092","occ","","","111710","Exilcrus cameriferus","species","183687","Late Barremian","","130","125.45","35905"
"955615","occ","","","111777","Dunstania pulchra","species","190316","Norian","","228","208.5","36527"
"955616","occ","","","111777","Mesogereon neuropunctatum","species","190397","Norian","","228","208.5","36527"
"955617","occ","","","111777","Mesojassus ipsviciensis","species","190404","Norian","","228","208.5","36527"
"955618","occ","25169","","111777","Mesocixiodes brachyclada","species","191447","Norian","","228","208.5","36601"
"955774","occ","","","111558","Paradunstania affinis","species","190811","Norian","","228","208.5","36567"
"955775","occ","","","111558","Dunstaniopsis triassica","species","190808","Norian","","228","208.5","36567"
"956657","occ","","","111558","Chiliocycla scolopoides","species","191073","Norian","","228","208.5","36586"
"956658","occ","","","111558","Mesoscytina australis","species","191076","Norian","","228","208.5","36586"
"956659","occ","","","111558","Mesoscytina australis","species","191076","Norian","","228","208.5","36586"
"956660","occ","","","111558","Mesodiphthera grandis","species","191079","Norian","","228","208.5","36586"
"956661","occ","","","111558","Mesoscytina australis","species","191076","Norian","","228","208.5","36586"
"956662","occ","","","111558","Mesocixius triassicus","species","191084","Norian","","228","208.5","36586"
"956663","occ","","","111558","Ipsvicia jonesi","species","191088","Norian","","228","208.5","36586"
"956664","occ","","","111558","Ipsvicia maculata","species","191089","Norian","","228","208.5","36586"
"956665","occ","","","111558","Ipsvicia acutipennis","species","191090","Norian","","228","208.5","36586"
"956666","occ","","","111558","Eurymelidium australe","species","191092","Norian","","228","208.5","36586"
"956667","occ","","","111558","Triassojassus proavitus","species","191094","Norian","","228","208.5","36586"
"956668","occ","","","111558","Homoptera","suborder","70506","Norian","","228","208.5","36586"
"956672","occ","","","111558","Triassocixius australicus","species","191086","Norian","","228","208.5","36586"
"956743","occ","","","111558","Mesogereon superbum","species","191114","Norian","","228","208.5","36590"
"956744","occ","","","111558","Mesogereon compressum","species","191115","Norian","","228","208.5","36590"
"956745","occ","","","111558","Mesogereon affine","species","191116","Norian","","228","208.5","36590"
"956746","occ","","","111558","Mesogereon shepherdi","species","191117","Norian","","228","208.5","36590"
"957973","occ","","","112125","Mitchelloneura permiana","species","191169","Wuchiapingian","","259.9","254.17","36599"
"959701","occ","","","111712","Pristinochterus ovatus","species","191399","Late Barremian","","130","125.45","36545"
"959702","occ","","","112344","Pristinochterus ovatus","species","191399","Early Aptian","","125.45","122.46","36545"
"959703","occ","","","111710","Floricaudus multilocellus","species","191403","Late Barremian","","130","125.45","36545"
"959704","occ","","","111714","Floricaudus multilocellus","species","191403","Late Barremian","","130","125.45","36545"
"959705","occ","","","111714","Angulochterus quatrimaculatus","species","191401","Late Barremian","","130","125.45","36545"
